,landmark,inference_text,inference_score,landmark_bbox,match_bbox,frame,frame_num,ssocr
0,CADENCE,35,0.9998842477798462,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_119.png,119,_35
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_119.png,119,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_119.png,119,0.01
3,SPEED,13.0,0.9993078112602234,"[[213. 432.]
 [373. 437.]
 [371. 497.]
 [211. 492.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_119.png,119,113.0
4,TIME,00:03,0.9497284889221191,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 616.  879.]
 [1008.  879.]
 [1008.  999.]
 [ 616.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_119.png,119,-
5,WATTS,,,"[[706. 437.]
 [874. 437.]
 [874. 502.]
 [706. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_119.png,119,62
0,CADENCE,35,0.9998435974121094,"[[1121.  438.]
 [1338.  443.]
 [1337.  501.]
 [1120.  496.]]","[[1182.  512.]
 [1362.  512.]
 [1362.  655.]
 [1182.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_120.png,120,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_120.png,120,0.
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_120.png,120,0.01
3,SPEED,,,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_120.png,120,13.0
4,TIME,00:03,0.9558132290840149,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 618.  879.]
 [1006.  879.]
 [1006.  999.]
 [ 618.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_120.png,120,00103
5,WATTS,62,0.9915252923965454,"[[708. 437.]
 [878. 437.]
 [878. 502.]
 [708. 502.]]","[[789. 501.]
 [999. 507.]
 [995. 652.]
 [785. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_120.png,120,62
0,CADENCE,35,0.9996811747550964,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_121.png,121,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_121.png,121,0..-
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_121.png,121,0.01.
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_121.png,121,13.0
4,TIME,00:03,0.9725930094718933,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 620.  881.]
 [1006.  881.]
 [1006. 1001.]
 [ 620. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_121.png,121,00103
5,WATTS,429,0.9545636177062988,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]","[[ 785.  497.]
 [1121.  505.]
 [1117.  658.]
 [ 781.  650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_121.png,121,62_
0,CADENCE,35,0.9999334812164307,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_122.png,122,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_122.png,122,0
2,DISTANCE,0.0,0.992755115032196,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 615.  882.]
 [ 612. 1005.]
 [ 291.  998.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_122.png,122,00.7
3,SPEED,,,"[[216. 437.]
 [370. 437.]
 [370. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_122.png,122,13.c1
4,TIME,00:03,0.9750052690505981,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 620.  881.]
 [1006.  881.]
 [1006. 1001.]
 [ 620. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_122.png,122,00103.
5,WATTS,,,"[[707. 436.]
 [879. 441.]
 [877. 507.]
 [705. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_122.png,122,62
0,CADENCE,35,0.9998930096626282,"[[1121.  440.]
 [1338.  445.]
 [1337.  505.]
 [1120.  500.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_123.png,123,-
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_123.png,123,0
2,DISTANCE,0.011,0.9203317761421204,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[292. 878.]
 [658. 878.]
 [658. 999.]
 [292. 999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_123.png,123,0.01.
3,SPEED,13.0,0.9993612766265869,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]","[[258. 506.]
 [528. 506.]
 [528. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_123.png,123,13.0
4,TIME,00:03,0.9481502771377563,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 620.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 620.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_123.png,123,00103
5,WATTS,,,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_123.png,123,62_
0,CADENCE,35,0.9999052882194519,"[[1122.  443.]
 [1338.  443.]
 [1338.  498.]
 [1122.  498.]]","[[1182.  512.]
 [1362.  512.]
 [1362.  655.]
 [1182.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_124.png,124,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  858.]
 [1092.  853.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_124.png,124,0-
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_124.png,124,0.0...1
3,SPEED,13.0,0.9997245073318481,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[256. 502.]
 [527. 507.]
 [524. 652.]
 [253. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_124.png,124,13.0
4,TIME,00:03,0.9522342681884766,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 618.  879.]
 [1006.  879.]
 [1006.  999.]
 [ 618.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_124.png,124,00103
5,WATTS,429,0.9389634132385254,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]","[[ 786.  498.]
 [1082.  498.]
 [1082.  647.]
 [ 786.  647.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_124.png,124,62_
0,CADENCE,35,0.9998751878738403,"[[1119.  436.]
 [1340.  441.]
 [1339.  503.]
 [1118.  498.]]","[[1180.  512.]
 [1360.  512.]
 [1360.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_125.png,125,-
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_125.png,125,0
2,DISTANCE,0.01,0.9614856243133545,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]","[[294. 876.]
 [650. 876.]
 [650. 997.]
 [294. 997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_125.png,125,0..0...1
3,SPEED,13.0,0.9996774792671204,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[256. 502.]
 [527. 507.]
 [524. 652.]
 [253. 646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_125.png,125,13.0
4,TIME,00:03,0.966214656829834,"[[756. 787.]
 [885. 793.]
 [882. 860.]
 [753. 855.]]","[[ 618.  879.]
 [1006.  879.]
 [1006.  999.]
 [ 618.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_125.png,125,-
5,WATTS,429,0.9037947058677673,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]","[[ 787.  497.]
 [1097.  505.]
 [1093.  656.]
 [ 783.  648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_125.png,125,62_
0,CADENCE,35,0.9996776580810547,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_126.png,126,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_126.png,126,0..-
2,DISTANCE,0.011,0.9190030097961426,"[[218. 800.]
 [448. 800.]
 [448. 850.]
 [218. 850.]]","[[294. 878.]
 [656. 878.]
 [656. 999.]
 [294. 999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_126.png,126,0.01
3,SPEED,13.0,0.9993677735328674,"[[215. 432.]
 [371. 437.]
 [369. 497.]
 [213. 492.]]","[[258. 506.]
 [528. 506.]
 [528. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_126.png,126,13.0
4,TIME,00:03,0.9492351412773132,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 620.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 620.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_126.png,126,00103
5,WATTS,429,0.9682727456092834,"[[706. 439.]
 [876. 439.]
 [876. 502.]
 [706. 502.]]","[[ 782.  498.]
 [1128.  498.]
 [1128.  651.]
 [ 782.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_126.png,126,62
0,CADENCE,35,0.9999235272407532,"[[1120.  443.]
 [1340.  443.]
 [1340.  504.]
 [1120.  504.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_127.png,127,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_127.png,127,0
2,DISTANCE,0.011,0.9013740420341492,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 290.  876.]
 [ 656.  876.]
 [ 656. 1003.]
 [ 290. 1003.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_127.png,127,0..0..7.
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_127.png,127,13.0
4,TIME,00:03,0.9756728410720825,"[[754. 794.]
 [884. 794.]
 [884. 862.]
 [754. 862.]]","[[ 618.  881.]
 [1008.  881.]
 [1008. 1001.]
 [ 618. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_127.png,127,-
5,WATTS,,,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_127.png,127,62_
0,CADENCE,35,0.9995687007904053,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_128.png,128,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_128.png,128,0.
2,DISTANCE,,,"[[218. 800.]
 [448. 800.]
 [448. 850.]
 [218. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_128.png,128,0.01
3,SPEED,13.0,0.9993444085121155,"[[215. 432.]
 [371. 437.]
 [369. 497.]
 [213. 492.]]","[[258. 506.]
 [528. 506.]
 [528. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_128.png,128,13.0
4,TIME,00:03,0.9328498840332031,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 622.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_128.png,128,00103
5,WATTS,,,"[[706. 439.]
 [876. 439.]
 [876. 502.]
 [706. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_128.png,128,62
0,CADENCE,35,0.9998116493225098,"[[1121.  436.]
 [1338.  441.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  514.]
 [1360.  514.]
 [1360.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_129.png,129,-
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_129.png,129,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_129.png,129,-
3,SPEED,,,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_129.png,129,13.0
4,TIME,00:03,0.9804819822311401,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 620.  879.]
 [1006.  879.]
 [1006.  999.]
 [ 620.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_129.png,129,00103
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_129.png,129,62_
0,CADENCE,35,0.9998321533203125,"[[1121.  438.]
 [1338.  443.]
 [1337.  501.]
 [1120.  496.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_130.png,130,35
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_130.png,130,0
2,DISTANCE,0.01,0.9396883845329285,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 296.  873.]
 [ 615.  880.]
 [ 612. 1003.]
 [ 293.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_130.png,130,0.01
3,SPEED,13.0,0.9992717504501343,"[[215. 432.]
 [369. 437.]
 [367. 495.]
 [213. 490.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_130.png,130,13.0
4,TIME,00:03,0.9442521929740906,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 622.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_130.png,130,00103
5,WATTS,429,0.911264181137085,"[[708. 439.]
 [876. 439.]
 [876. 502.]
 [708. 502.]]","[[ 787.  499.]
 [1111.  507.]
 [1107.  656.]
 [ 783.  648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_130.png,130,62
0,CADENCE,35,0.9999428391456604,"[[1120.  443.]
 [1340.  443.]
 [1340.  504.]
 [1120.  504.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_131.png,131,35
1,CALORIES,,,"[[1093.  800.]
 [1320.  804.]
 [1319.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_131.png,131,0.-
2,DISTANCE,0.01,0.968123197555542,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 292.  873.]
 [ 671.  880.]
 [ 668. 1007.]
 [ 289. 1000.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_131.png,131,0.0.1
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_131.png,131,13.0
4,TIME,00:03,0.9634706377983093,"[[756. 794.]
 [884. 794.]
 [884. 862.]
 [756. 862.]]","[[ 612.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 612.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_131.png,131,-
5,WATTS,429,0.9319767951965332,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]","[[ 785.  497.]
 [1129.  505.]
 [1125.  660.]
 [ 781.  652.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_131.png,131,_2_
0,CADENCE,35,0.9999511241912842,"[[1120.  443.]
 [1340.  443.]
 [1340.  504.]
 [1120.  504.]]","[[1178.  514.]
 [1362.  514.]
 [1362.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_132.png,132,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_132.png,132,0
2,DISTANCE,0.01,0.9714063405990601,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 653.  882.]
 [ 650. 1005.]
 [ 291.  998.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_132.png,132,0.0..1
3,SPEED,,,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_132.png,132,13.0
4,TIME,00:03,0.939416229724884,"[[756. 794.]
 [884. 794.]
 [884. 862.]
 [756. 862.]]","[[ 620.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 620.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_132.png,132,-
5,WATTS,,,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_132.png,132,62_
0,CADENCE,35,0.9998993873596191,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1178.  514.]
 [1360.  514.]
 [1360.  655.]
 [1178.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_133.png,133,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_133.png,133,0..
2,DISTANCE,0.01,0.9478455185890198,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[292. 878.]
 [650. 878.]
 [650. 999.]
 [292. 999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_133.png,133,0.01
3,SPEED,13.0,0.999203085899353,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]","[[258. 508.]
 [528. 508.]
 [528. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_133.png,133,13.0
4,TIME,00:03,0.9019277691841125,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 619.  879.]
 [1008.  884.]
 [1007.  997.]
 [ 618.  992.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_133.png,133,-
5,WATTS,,,"[[708. 439.]
 [876. 439.]
 [876. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_133.png,133,62
0,CADENCE,10/20,0.9995096921920776,"[[1120.  441.]
 [1340.  441.]
 [1340.  502.]
 [1120.  502.]]","[[1518.  284.]
 [1678.  284.]
 [1678.  341.]
 [1518.  341.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_134.png,134,3_
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_134.png,134,0
2,DISTANCE,0.01,0.923245906829834,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  873.]
 [ 617.  880.]
 [ 614. 1003.]
 [ 291.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_134.png,134,0.01
3,SPEED,,,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_134.png,134,13.7
4,TIME,00:04,0.9412994384765625,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1006.  883.]
 [1006.  995.]
 [ 622.  995.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_134.png,134,0010_
5,WATTS,,,"[[707. 434.]
 [877. 439.]
 [875. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_134.png,134,__
0,CADENCE,10/20,0.999591052532196,"[[1122.  443.]
 [1338.  443.]
 [1338.  498.]
 [1122.  498.]]","[[1517.  277.]
 [1679.  282.]
 [1677.  342.]
 [1515.  337.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_135.png,135,3_
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_135.png,135,0
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_135.png,135,0.01
3,SPEED,13.7,0.9998458623886108,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[252. 502.]
 [536. 502.]
 [536. 651.]
 [252. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_135.png,135,13.7
4,TIME,00:04,0.9476130604743958,"[[758. 796.]
 [882. 796.]
 [882. 856.]
 [758. 856.]]","[[ 621.  877.]
 [1006.  882.]
 [1005.  995.]
 [ 620.  990.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_135.png,135,0010_
5,WATTS,,,"[[707. 434.]
 [877. 439.]
 [875. 503.]
 [705. 498.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_135.png,135,__
0,CADENCE,37,0.9921272993087769,"[[1119.  436.]
 [1340.  441.]
 [1339.  503.]
 [1118.  498.]]","[[1182.  512.]
 [1360.  512.]
 [1360.  657.]
 [1182.  657.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_136.png,136,-
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_136.png,136,0
2,DISTANCE,0.01,0.9042932987213135,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[294. 876.]
 [616. 876.]
 [616. 997.]
 [294. 997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_136.png,136,0.01
3,SPEED,,,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_136.png,136,13.7
4,TIME,00:04,0.9529345631599426,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 620.  881.]
 [1006.  881.]
 [1006.  995.]
 [ 620.  995.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_136.png,136,-
5,WATTS,,,"[[708. 439.]
 [876. 439.]
 [876. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_136.png,136,__
0,CADENCE,37,0.9993454217910767,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1182.  514.]
 [1360.  514.]
 [1360.  655.]
 [1182.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_137.png,137,37
1,CALORIES,,,"[[1093.  798.]
 [1319.  805.]
 [1317.  862.]
 [1091.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_137.png,137,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_137.png,137,0.01
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_137.png,137,13.7
4,TIME,00:04,0.9527329206466675,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 622.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_137.png,137,00104
5,WATTS,,,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_137.png,137,__
0,CADENCE,37,0.9994509816169739,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1180.  518.]
 [1358.  518.]
 [1358.  651.]
 [1180.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_138.png,138,37
1,CALORIES,,,"[[1093.  798.]
 [1319.  805.]
 [1317.  862.]
 [1091.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_138.png,138,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_138.png,138,0.01
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_138.png,138,13.7
4,TIME,00:04,0.9531852602958679,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 622.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_138.png,138,00104
